date, pm25, pm10, o3, no2, so2, co
2014/3/25, , 53, , 37, 2, 7
2014/3/26, , 36, , 37, 2, 7
2014/3/27, , 40, , 39, 2, 8
2014/3/28, , 57, , 36, 1, 3
2014/3/29, , 41, , 28, 1, 3
2014/3/30, , 23, , 36, 3, 5
2014/3/31, , 33, , 44, 4, 5
2018/7/17, , , 37, , , 
2018/7/18, , , 26, , , 
2018/7/19, , , 32, , , 
2018/7/20, , , 31, , , 
2018/7/21, , , 32, , , 
2018/7/22, , , 41, , , 
2018/7/23, , , 4, , , 
2017/9/10, , , 12, 66, , 4
2017/5/14, , , 5, 29, 1, 3
2017/5/21, , , 7, 45, 2, 4
2016/12/30, , , 13, 36, 2, 3
2016/12/31, , , 8, 45, 3, 3
2016/7/1, , , 18, 57, 2, 1
2016/7/12, , , 24, 32, 1, 2
2016/7/13, , , 25, 34, 2, 2
2016/7/21, , , 24, 29, 1, 1
2016/7/22, , , 25, 32, 1, 5
2016/7/23, , , 28, 41, 1, 6
2016/7/24, , , 28, 28, 1, 7
2016/7/25, , , 24, 30, 1, 7
2016/8/2, , , 23, 44, 1, 7
2016/6/19, , , 16, , , 
2016/6/21, , , 14, , , 
2020/3/6, , , , 30, , 
2020/3/7, , , , 34, , 
2020/3/8, , , , 39, , 
2020/3/9, , , , 20, , 
2020/3/10, , , , 28, , 
2020/3/11, , , , 35, , 
2016/1/3, , , , 42, 6, 
2016/3/13, , , , 25, 1, 5
2014/12/31, , , , 26, , 
2014/11/10, , , , 41, 1, 2
2014/7/9, , , , 123, 2, 7
2014/8/7, , , , 56, , 7
2013/12/31, , , , 28, 1, 5
2014/3/2, , , , 32, 3, 1
