date, pm25, pm10, o3, no2, so2, co
2017/8/10, , , , 15, , 13
2017/8/11, , , , 11, , 12
2017/8/12, , , , 16, , 13
2017/8/13, , , , 14, , 12
2017/8/14, , , , 15, , 12
2017/9/10, , , , 47, 1, 18
2017/4/3, , , , 15, , 
2017/4/25, , , , 20, 1, 4
2017/4/27, , , , 23, 1, 1
2017/5/2, , , , 12, , 
2017/5/10, , , , 16, , 
2017/5/14, , , , 8, 1, 15
2017/5/15, , , , 12, 1, 15
2017/5/16, , , , 8, , 15
2017/5/17, , , , 13, , 15
2017/5/18, , , , 10, , 15
2017/5/19, , , , 15, 1, 14
2017/5/20, , , , 14, , 15
2017/5/21, , , , 16, , 15
2017/5/22, , , , 12, 1, 15
2017/5/23, , , , 13, , 15
2017/5/24, , , , 14, , 15
2017/5/25, , , , 12, , 15
2017/5/26, , , , 8, , 15
2017/5/27, , , , 5, , 15
2017/5/28, , , , 8, , 15
2017/5/29, , , , 14, , 14
2017/6/7, , , , 38, 1, 17
2017/6/8, , , , 17, 1, 17
2017/6/11, , , , 21, , 
2016/10/1, , , , 20, 1, 54
2016/10/2, , , , 20, 1, 54
2016/10/3, , , , 25, 1, 52
2016/10/4, , , , 17, 1, 54
2016/10/5, , , , 21, , 50
2016/10/6, , , , 19, 1, 50
2016/10/7, , , , 24, 1, 52
2016/10/8, , , , 20, 1, 49
2016/10/9, , , , 22, , 44
2016/10/10, , , , 26, 1, 43
2016/10/11, , , , 28, 1, 47
2016/10/12, , , , 24, 1, 49
2016/10/13, , , , 26, 1, 52
2016/10/14, , , , 26, 1, 47
2016/10/15, , , , 8, , 41
2016/10/16, , , , 22, 1, 46
2016/10/17, , , , 23, , 50
2016/10/18, , , , 23, , 47
2016/10/19, , , , 31, 1, 40
2016/10/20, , , , 28, 2, 40
2016/10/21, , , , 19, , 38
2016/10/22, , , , 15, 1, 39
2016/10/24, , , , 7, , 37
2016/10/25, , , , 7, , 38
2016/7/11, , , , 17, , 6
2016/7/16, , , , 8, , 7
2016/7/17, , , , 11, , 8
2016/7/18, , , , 16, , 8
2016/7/19, , , , 19, , 9
2016/7/20, , , , 20, , 9
2016/7/21, , , , 21, 1, 9
2016/7/22, , , , 22, , 9
2016/7/23, , , , 19, , 9
2016/7/24, , , , 21, , 9
2016/7/25, , , , 16, , 9
2016/7/26, , , , 14, , 9
2016/7/27, , , , 16, , 11
2016/7/28, , , , 15, , 12
2016/7/29, , , , 15, , 13
2016/7/30, , , , 17, , 13
2016/7/31, , , , 18, , 12
2016/8/1, , , , 14, , 12
2016/8/2, , , , 15, , 12
2016/8/3, , , , 11, , 12
2016/8/4, , , , 14, , 13
2016/8/5, , , , 14, , 13
2016/8/6, , , , 11, , 13
2016/8/7, , , , 11, , 13
2016/8/8, , , , 13, , 13
2016/8/9, , , , 12, , 13
2016/8/10, , , , 20, , 13
2016/8/11, , , , 11, , 14
2016/8/12, , , , 8, , 13
2016/8/13, , , , 14, , 13
2016/8/14, , , , 23, , 13
2016/8/15, , , , 20, , 14
2016/8/16, , , , 23, 1, 14
2016/8/17, , , , 21, , 14
2016/8/18, , , , 18, , 14
2016/8/19, , , , 14, , 14
2016/8/20, , , , 10, , 14
2016/8/21, , , , 14, , 14
2016/8/22, , , , 11, , 14
2016/8/23, , , , 13, , 15
2016/8/24, , , , 13, 1, 16
2016/8/27, , , , 18, , 17
2016/8/28, , , , 20, , 17
2016/8/29, , , , 20, 1, 17
2016/8/30, , , , 23, , 14
2016/8/31, , , , 19, , 15
2016/9/1, , , , 20, , 15
2016/9/2, , , , 20, , 16
2016/9/3, , , , 21, , 16
2016/9/4, , , , 23, 1, 17
2016/9/5, , , , 24, 1, 18
2016/9/6, , , , 19, , 17
2016/9/7, , , , 20, , 18
2016/9/8, , , , 21, , 18
2016/9/9, , , , 17, , 18
2016/9/10, , , , 14, , 18
2016/9/11, , , , 11, , 17
2016/9/12, , , , 11, , 17
2016/9/13, , , , 16, , 19
2016/9/14, , , , 18, , 17
2016/9/15, , , , 18, , 18
2016/9/16, , , , 24, 1, 19
2016/9/17, , , , 32, 1, 23
2016/9/18, , , , 30, 1, 33
2016/9/19, , , , 15, , 39
2016/9/20, , , , 10, , 42
2016/9/21, , , , 2, , 39
2016/9/22, , , , 20, , 43
2016/9/23, , , , 26, 1, 49
2016/9/24, , , , 22, 1, 51
2016/9/25, , , , 20, , 52
2016/9/26, , , , 23, , 49
2016/9/27, , , , 21, 1, 53
2016/9/28, , , , 23, 1, 55
2016/9/29, , , , 34, 2, 57
2016/9/30, , , , 27, 1, 55
2016/6/15, , , , 26, 2, 7
2016/6/16, , , , 27, , 2
2016/6/17, , , , 25, 1, 4
2016/6/18, , , , 18, 1, 4
2016/6/19, , , , 12, , 3
2016/6/20, , , , 13, , 3
2016/6/21, , , , 16, , 3
2016/6/22, , , , 15, , 3
2016/6/23, , , , 17, , 2
2015/10/1, , , , 13, 13, 41
2015/10/2, , , , 13, 13, 42
2015/10/3, , , , 16, 14, 42
2015/10/4, , , , 14, 14, 43
2015/10/5, , , , 14, 13, 43
2015/10/7, , , , 15, 16, 44
2015/10/8, , , , 15, 16, 45
2015/10/9, , , , 16, 14, 42
2015/10/10, , , , 16, 13, 43
2015/10/11, , , , 14, 16, 48
2015/10/12, , , , 15, 14, 49
2015/10/13, , , , 9, 13, 42
2015/10/14, , , , 23, 12, 40
2015/10/15, , , , 15, 18, 30
2015/10/16, , , , 4, 12, 26
2015/10/19, , , , 15, 16, 37
2015/10/20, , , , 27, 16, 43
2015/10/21, , , , 17, 16, 42
2015/10/22, , , , 18, 18, 40
2015/10/23, , , , 16, 15, 40
2015/10/24, , , , 17, 13, 38
2015/10/25, , , , 19, 14, 39
2015/10/26, , , , 21, 16, 40
2015/10/27, , , , 18, 16, 40
2015/10/28, , , , 24, 14, 39
2015/10/29, , , , 20, 13, 39
2015/10/30, , , , 20, 13, 39
2015/10/31, , , , 16, 13, 38
2015/11/2, , , , 16, 11, 40
2015/11/3, , , , 16, 14, 41
2015/11/4, , , , 18, 15, 42
2015/11/5, , , , 20, 16, 42
2015/11/6, , , , 19, 13, 40
2015/11/7, , , , 20, 15, 40
2015/11/8, , , , 18, 18, 40
2015/11/9, , , , 22, 18, 43
2015/11/10, , , , 19, 17, 43
2015/11/11, , , , 20, 16, 29
2015/11/12, , , , 21, 17, 10
2015/11/13, , , , 21, 15, 9
2015/11/14, , , , 19, 16, 7
2015/11/15, , , , 17, 17, 9
2015/11/16, , , , 20, 17, 9
2015/11/17, , , , 18, 14, 7
2015/11/18, , , , 20, 17, 8
2015/11/19, , , , 19, 14, 7
2015/11/20, , , , 23, 18, 10
2015/11/21, , , , 15, 15, 6
2015/11/22, , , , 10, 15, 8
2015/11/23, , , , 16, 18, 7
2015/11/24, , , , 20, 18, 12
2015/9/2, , , , 17, 11, 30
2015/9/3, , , , 18, 14, 31
2015/9/4, , , , 14, 14, 32
2015/9/5, , , , 18, 11, 34
2015/9/6, , , , 19, 13, 33
2015/9/7, , , , 15, 9, 31
2015/9/8, , , , 16, 16, 32
2015/9/9, , , , 15, 12, 29
2015/9/11, , , , 20, 11, 29
2015/9/24, , , , 11, 14, 43
2014/5/22, , , , 28, 3, 10
2014/6/15, , , , 21, 29, 17
2018/3/29, , , , , 3, 37
2017/7/2, , , , , 1, 8
2017/4/2, , , , , , 
2017/3/30, , , , , 1, 5
2017/3/31, , , , , 1, 1
2016/4/4, , , , , , 61
2016/1/4, , , , , 4, 12
2016/1/5, , , , , 6, 
2016/1/8, , , , , 3, 8
2016/1/9, , , , , 4, 4
2016/1/10, , , , , 1, 2
2016/1/11, , , , , 2, 
2016/1/13, , , , , 3, 9
2016/1/14, , , , , 2, 9
2016/1/15, , , , , 3, 7
2016/1/16, , , , , 1, 7
2016/1/17, , , , , 1, 7
2016/1/18, , , , , 1, 7
2016/1/19, , , , , 1, 12
2016/1/20, , , , , 4, 9
2016/1/21, , , , , 3, 1
2016/1/22, , , , , 1, 
2016/1/23, , , , , 1, 
2016/1/24, , , , , 1, 
2016/1/25, , , , , 2, 
2016/1/26, , , , , 3, 
2016/1/27, , , , , 2, 
2016/1/28, , , , , 2, 
2016/1/29, , , , , 2, 
2016/1/30, , , , , 4, 
2016/1/31, , , , , 2, 
2016/2/1, , , , , 2, 
2016/2/2, , , , , 3, 
2016/2/3, , , , , 3, 
2016/2/4, , , , , 1, 
2016/2/5, , , , , 1, 
2016/2/6, , , , , 1, 
2016/2/7, , , , , 1, 
2016/2/8, , , , , 3, 
2016/2/9, , , , , 3, 
2016/2/10, , , , , 3, 
2016/2/11, , , , , 2, 
2016/2/12, , , , , 2, 
2016/2/13, , , , , 2, 
2016/2/15, , , , , 2, 
2016/2/16, , , , , 3, 
2016/2/17, , , , , 4, 
2016/2/18, , , , , 1, 
2016/2/19, , , , , 1, 
2016/2/20, , , , , 1, 
2016/2/22, , , , , 3, 
2016/2/23, , , , , 4, 
2016/2/24, , , , , 4, 
2016/2/25, , , , , 1, 
2016/2/26, , , , , 3, 
2016/2/27, , , , , 3, 
2016/2/28, , , , , 1, 
2016/2/29, , , , , 3, 
2016/3/1, , , , , 4, 
2016/3/2, , , , , 4, 3
2016/3/3, , , , , 2, 3
2016/3/4, , , , , 3, 5
2016/3/5, , , , , 2, 2
2016/3/6, , , , , 4, 3
2016/3/7, , , , , 4, 4
2016/3/8, , , , , 4, 5
2016/3/9, , , , , 3, 5
2016/3/10, , , , , 2, 3
2016/3/11, , , , , 8, 3
2016/3/12, , , , , 4, 3
2016/3/13, , , , , 1, 3
2016/3/14, , , , , 1, 
2016/3/15, , , , , 2, 
2016/3/16, , , , , 2, 
2016/3/17, , , , , 2, 
2016/3/18, , , , , 3, 
2016/3/19, , , , , 2, 
2016/3/20, , , , , 2, 
2016/3/21, , , , , 3, 
2016/3/22, , , , , 1, 
2016/3/23, , , , , 2, 
2016/3/24, , , , , 1, 
2016/3/25, , , , , 2, 
2016/3/26, , , , , 2, 
2016/3/27, , , , , 2, 
2016/3/28, , , , , 2, 
2016/3/29, , , , , 5, 
2015/10/17, , , , , 12, 17
2015/10/18, , , , , 16, 20
2015/11/25, , , , , 17, 13
2015/11/26, , , , , 19, 14
2015/11/27, , , , , 16, 22
2015/11/28, , , , , 18, 28
2015/11/29, , , , , 16, 10
2015/11/30, , , , , 15, 11
2015/12/1, , , , , 19, 11
2015/12/2, , , , , 14, 10
2015/12/3, , , , , 19, 12
2015/12/4, , , , , 16, 14
2015/12/8, , , , , 2, 6
2015/12/9, , , , , 2, 3
2015/12/10, , , , , 2, 2
2015/12/11, , , , , 2, 2
2015/12/12, , , , , 2, 4
2015/12/13, , , , , 3, 7
2015/12/14, , , , , 4, 11
2015/12/15, , , , , 2, 7
2015/12/16, , , , , 2, 7
2015/12/17, , , , , 1, 5
2015/12/18, , , , , 2, 7
2015/12/19, , , , , 3, 10
2015/12/23, , , , , 5, 18
2015/12/24, , , , , 6, 18
2015/12/25, , , , , 4, 13
2015/12/26, , , , , 3, 10
2015/12/27, , , , , 4, 14
2015/12/28, , , , , 5, 18
2015/12/29, , , , , 4, 16
2015/12/30, , , , , 1, 9
2015/5/10, , , , , 1, 18
2015/2/24, , , , , 3, 18
2015/3/1, , , , , 1, 16
2015/3/10, , , , , , 26
2017/4/1, , , , , , 
2017/3/29, , , , , , 7
2016/10/23, , , , , , 35
2016/4/5, , , , , , 60
2016/4/6, , , , , , 60
2016/4/7, , , , , , 61
2016/4/8, , , , , , 58
2016/4/9, , , , , , 63
2016/4/10, , , , , , 59
2016/4/11, , , , , , 73
2016/4/12, , , , , , 60
2016/4/13, , , , , , 60
2016/4/14, , , , , , 61
2016/4/15, , , , , , 61
2016/4/16, , , , , , 61
2016/4/17, , , , , , 62
2016/4/18, , , , , , 63
2016/4/19, , , , , , 64
2016/4/20, , , , , , 65
2016/4/21, , , , , , 64
2016/4/22, , , , , , 63
2016/4/23, , , , , , 64
2016/4/24, , , , , , 65
2016/4/25, , , , , , 66
2016/4/26, , , , , , 65
2016/4/27, , , , , , 65
2016/4/28, , , , , , 65
2016/4/29, , , , , , 65
2016/4/30, , , , , , 65
2016/5/1, , , , , , 64
2016/5/2, , , , , , 66
2016/5/3, , , , , , 64
2016/5/4, , , , , , 66
2016/5/5, , , , , , 65
2016/5/6, , , , , , 65
2016/5/7, , , , , , 65
2016/5/8, , , , , , 65
2016/5/9, , , , , , 65
2016/5/10, , , , , , 65
2016/5/11, , , , , , 65
2016/5/12, , , , , , 66
2016/5/13, , , , , , 67
2016/5/14, , , , , , 67
2016/5/15, , , , , , 68
2016/5/16, , , , , , 69
2016/5/17, , , , , , 70
2016/5/18, , , , , , 46
2016/5/19, , , , , , 2
2016/5/20, , , , , , 1
2016/5/21, , , , , , 1
2016/5/22, , , , , , 16
2016/1/3, , , , , , 10
2016/1/7, , , , , , 8
2016/1/12, , , , , , 9
