date, pm25, pm10, o3, no2, so2, co
2019/3/5, , 48, 19, 58, 8, 22
2019/3/6, , 52, 23, 52, 4, 21
2019/3/7, , 41, 28, 69, 12, 23
2019/3/8, , 60, 28, 54, 11, 22
2019/3/9, , 56, 27, 44, 9, 20
2019/3/10, , 44, 33, 44, 9, 19
2019/3/11, , 44, 24, 38, 7, 19
2019/3/12, , 38, 31, 21, 3, 17
2019/3/13, , 20, 26, 33, 3, 19
2019/3/14, , 36, 26, 38, 4, 20
2019/3/15, , 41, 26, 49, 7, 20
2019/3/16, , 48, 28, 44, 9, 20
2019/3/17, , 36, 28, 70, 13, 27
2019/3/18, , 61, 24, 75, 13, 27
2019/3/19, , 72, 27, 31, 5, 20
2019/3/20, , 48, 32, 22, 2, 18
2019/3/21, , 36, 29, 32, 2, 19
2019/3/22, , 38, 27, 40, 3, 20
2019/3/23, , 47, 31, 27, 3, 18
2019/3/24, , 31, 15, 54, 5, 23
2019/3/25, , 44, 26, 61, 10, 26
2019/3/26, , 60, 32, 27, 4, 21
2019/3/27, , 36, 29, 22, 3, 19
2019/3/28, , 40, 35, 20, 3, 18
2019/3/29, , 29, 38, 18, 3, 18
2019/3/30, , 30, 41, 17, 3, 19
2019/3/31, , 30, 32, 35, 4, 22
2018/10/4, , 36, , 23, 4, 6
2018/10/5, , 30, , 22, 3, 10
2018/10/6, , 20, , 14, 3, 8
2018/10/7, , 23, , 18, 4, 8
2018/10/8, , 36, , 22, 4, 13
2018/10/9, , 25, , 21, 4, 13
2018/10/10, , 42, , 22, 4, 13
2018/10/11, , 40, , 25, 4, 13
2018/10/12, , 44, , 15, 4, 10
2018/10/13, , 37, , 14, 4, 11
2018/10/14, , 35, , 19, 5, 11
2018/10/15, , 37, , 25, 5, 11
2018/10/16, , 37, , 25, 5, 10
2018/10/17, , 45, , 23, 5, 10
2018/10/18, , 50, , 24, 6, 10
2018/10/19, , 63, , 27, 5, 11
2018/10/20, , 61, , 22, 6, 15
2018/10/21, , 59, , 27, 6, 16
2018/10/22, , 60, , 20, 5, 13
2018/10/23, , 58, , 30, 8, 16
2018/10/24, , 63, , 21, 6, 12
2018/10/25, , 32, , 33, 8, 14
2018/10/26, , 45, , 30, 10, 13
2018/10/27, , 35, , 31, 13, 13
2018/10/28, , 40, , 38, 9, 18
2018/10/29, , 55, , 45, 9, 21
2018/10/30, , 70, , 40, 11, 16
2018/10/31, , 69, , 39, 8, 21
2018/11/1, , 79, , 16, 6, 9
2018/11/2, , 28, , 12, 6, 3
2018/11/3, , 26, , , 6, 2
2018/11/4, , 30, , 15, 5, 29
2018/11/5, , 27, , 17, 4, 63
2018/11/6, , 31, , 15, 3, 5
2018/11/7, , 25, , 20, 3, 6
2018/11/8, , 33, , 22, 4, 5
2018/11/9, , 32, , 20, 4, 6
2018/11/10, , 27, , 23, 5, 7
2018/11/11, , 34, , 24, 5, 6
2018/11/12, , 37, , 18, 5, 4
2018/11/13, , 28, , 18, 5, 4
2018/11/14, , 26, , 27, 4, 5
2018/11/15, , 28, , 24, , 5
2018/11/16, , 29, , 23, 1, 5
2018/11/17, , 29, , 22, 1, 5
2018/11/18, , 19, , 48, 3, 12
2018/11/19, , 38, , 25, 1, 7
2018/11/20, , 33, , 40, 3, 18
2018/11/21, , 61, , 27, 2, 9
2018/11/22, , 37, , 26, 1, 5
2018/11/23, , 38, , 26, 1, 5
2018/11/24, , 30, , 40, 2, 9
2018/11/25, , 44, , 41, 4, 8
2018/11/26, , 47, , 37, 5, 7
2018/11/27, , 35, , 35, 3, 8
2018/11/28, , 23, , 18, , 4
2018/11/29, , 16, , 21, , 4
2018/11/30, , 17, , 28, 1, 7
2018/12/1, , 43, , 32, 1, 9
2018/12/2, , 40, , 35, 1, 9
2018/12/3, , 39, , 30, 2, 7
2018/12/4, , 32, , 27, 2, 7
2018/12/5, , 25, , 22, , 5
2018/12/6, , 25, , 26, 1, 5
2018/12/7, , 32, , 48, 4, 11
2018/12/8, , 54, , 47, 6, 9
2018/12/9, , 41, , 42, 3, 10
2018/12/10, , 34, , 39, 2, 10
2018/12/11, , 32, , 35, 2, 8
2018/12/12, , 40, , 37, 3, 7
2018/12/13, , 39, , 44, 2, 10
2018/12/14, , 40, , 47, 4, 13
2018/12/15, , 50, , 50, 6, 15
2018/12/16, , 47, , 31, 4, 13
2018/12/17, , 43, , 24, 3, 9
2018/12/18, , 19, , 16, , 6
2018/12/19, , 13, , 22, 1, 10
2018/12/20, , 42, , 28, 2, 11
2018/12/21, , 45, , 31, 3, 10
2018/12/22, , 49, , 37, 3, 11
2018/12/23, , 45, , 43, 4, 13
2018/12/24, , 54, , 26, 2, 9
2018/12/25, , 28, , 26, 2, 9
2018/12/26, , 34, , , , 
2018/12/29, , 41, , 29, 2, 11
2018/12/30, , 30, , , , 
2018/7/1, , 26, , 22, 2, 11
2018/7/2, , 33, , 25, 2, 11
2018/7/3, , 36, , 36, 3, 12
2018/7/4, , 35, , 28, 2, 10
2018/7/5, , 31, , 24, 2, 10
2018/7/6, , 29, , 24, 2, 10
2018/7/7, , 26, , 18, 2, 10
2018/7/8, , 22, , 12, 2, 10
2018/7/9, , 28, , 18, 2, 10
2018/7/10, , 28, , 19, , 11
2018/7/11, , 25, , 16, 2, 10
2018/7/12, , 23, , 14, 2, 10
2018/7/13, , 32, , 20, 2, 11
2018/7/14, , 38, , 17, 2, 12
2018/7/15, , 32, , 19, 3, 11
2018/8/22, , 28, 42, 9, , 1
2018/8/23, , 28, , 9, 2, 
2018/8/24, , 36, , 9, 2, 
2018/8/25, , 33, , 10, 2, 1
2018/8/26, , 30, , 15, 3, 
2018/8/27, , 32, , 17, 3, 1
2018/8/28, , 31, , 15, 3, 1
2018/8/29, , 40, , 14, 3, 1
2018/8/30, , 46, , 17, 3, 2
2018/8/31, , 40, , 15, 2, 1
2018/9/1, , 41, , 14, 2, 3
2018/9/2, , 49, , 13, 2, 3
2018/9/3, , 38, , 15, 3, 4
2018/9/4, , 50, , 21, 3, 8
2018/4/1, , 48, , 36, 2, 2
2018/4/2, , 27, , 50, 2, 4
2018/4/3, , 43, , 66, 5, 5
2018/4/4, , 59, , 84, 12, 8
2018/4/5, , 76, , 70, 10, 13
2018/4/6, , 109, , 21, 1, 1
2018/4/7, , 41, , 22, , 2
2018/4/8, , 47, , 34, 1, 3
2018/4/9, , 58, , 65, 4, 7
2018/4/10, , 74, , 81, 7, 9
2018/4/11, , 91, , 87, 7, 12
2018/4/12, , 105, , 41, 1, 3
2018/4/13, , 53, , 27, , 2
2018/4/14, , 40, , 20, 1, 2
2018/4/15, , 45, , 32, 1, 3
2018/4/16, , 44, , 37, 1, 3
2018/4/17, , 57, , 29, , 2
2018/4/18, , 49, , 36, 1, 3
2018/4/19, , 44, , 68, 1, 7
2018/4/20, , 57, , , , 
2018/4/22, , 47, , 70, 10, 18
2018/4/23, , 57, , 72, 7, 18
2018/4/24, , 63, , 62, 9, 15
2018/4/25, , 74, , 57, 5, 15
2018/4/26, , 65, , 57, 3, 12
2018/4/27, , 56, , 24, 1, 10
2018/4/28, , 46, , 18, 1, 10
2018/4/29, , 38, , 26, 1, 10
2018/4/30, , 52, , 26, 1, 10
2018/5/1, , 46, , 28, 1, 10
2018/5/2, , 46, , 34, 1, 10
2018/5/3, , 53, , 24, 1, 9
2018/5/4, , 40, , 22, 1, 9
2018/5/5, , 32, , 31, 1, 11
2018/5/6, , 40, , 43, 1, 13
2018/5/7, , 42, , 42, 1, 11
2018/5/8, , 48, , 39, 1, 10
2018/5/9, , 40, , 40, 1, 10
2018/5/10, , 47, , 24, , 1
2018/5/11, , 43, , 17, , 
2018/5/12, , 30, , 39, 1, 1
2018/5/13, , 44, , 46, 3, 3
2018/5/14, , 48, , 56, 3, 4
2018/5/15, , 55, , 48, 4, 3
2018/5/16, , 55, , 50, 7, 2
2018/5/17, , 56, , 38, 4, 2
2018/5/18, , 40, , 30, 2, 2
2018/5/19, , 50, , 13, , 1
2018/5/20, , 28, , 17, , 
2018/5/21, , 27, , 17, , 
2018/5/22, , 28, , 19, , 7
2018/5/23, , 32, , 19, , 10
2018/5/24, , 32, , 18, , 10
2018/5/25, , 32, , 17, , 10
2018/5/26, , 34, , 15, , 10
2018/5/27, , 42, , 18, , 9
2018/5/28, , 53, , 19, , 10
2018/5/29, , 43, , 16, , 9
2018/5/30, , 39, , 19, 1, 9
2018/5/31, , 39, , 24, 1, 9
2018/6/1, , 41, , 16, , 9
2018/6/2, , 40, , 22, 1, 9
2018/6/3, , 26, , 43, 2, 12
2018/6/4, , 48, , 54, 2, 14
2018/6/5, , 61, , 39, 3, 12
2018/6/6, , 52, , 29, 1, 10
2018/6/7, , 47, , 18, , 10
2018/6/8, , 35, , 27, 1, 10
2018/6/9, , 39, , 14, 1, 9
2018/6/10, , 32, , 13, 1, 9
2018/6/11, , 36, , 18, 1, 9
2018/6/12, , 28, , 24, 2, 9
2018/6/13, , 32, , 22, 1, 10
2018/6/14, , 26, , 21, 1, 11
2018/6/15, , 27, , 16, 1, 10
2018/6/16, , 28, , 26, 1, 11
2018/6/17, , 33, , 26, 1, 11
2018/6/18, , 36, , 16, 1, 10
2018/6/19, , 31, , 14, 1, 11
2018/6/20, , 30, , 19, 1, 10
2018/6/21, , 29, , 33, 2, 12
2018/6/22, , 44, , 23, 1, 10
2018/6/23, , 39, , 10, 1, 9
2018/6/24, , 16, , 13, 1, 8
2018/6/25, , 15, , 14, 1, 10
2018/6/26, , 24, , 20, 2, 11
2018/6/27, , 35, , 24, 2, 10
2018/6/28, , 27, , 26, 2, 10
2018/6/29, , 27, , 27, 2, 11
2018/6/30, , 24, , 22, 2, 11
2018/1/1, , 35, , 41, 2, 12
2018/1/2, , 53, , 32, 2, 12
2018/1/3, , 49, , 27, 4, 10
2018/1/4, , 48, , 27, 3, 9
2018/1/5, , 44, , 35, 2, 12
2018/1/6, , 64, , 36, 3, 14
2018/1/7, , 62, , 40, 2, 12
2018/1/8, , 66, , 32, 2, 11
2018/1/9, , 64, , 24, 2, 10
2018/1/10, , 57, , 28, 4, 14
2018/1/11, , 68, , 23, 2, 10
2018/1/12, , 54, , 18, , 5
2018/1/13, , 23, , 15, 1, 6
2018/1/14, , 20, , 23, 1, 7
2018/1/15, , 36, , 32, 2, 10
2018/1/16, , 38, , 25, 2, 7
2018/1/17, , 37, , 25, 2, 8
2018/1/18, , 29, , 33, 3, 10
2018/1/19, , 50, , 31, 4, 8
2018/1/20, , 38, , 29, 2, 12
2018/1/21, , 32, , 34, 2, 16
2018/1/22, , 42, , 28, 2, 11
2018/1/23, , 48, , 21, 1, 7
2018/1/24, , 36, , 19, 1, 7
2018/1/25, , 33, , 23, 1, 8
2018/1/26, , 31, , 29, 1, 10
2018/1/27, , 43, , 26, 1, 10
2018/1/28, , 36, , 36, 3, 15
2018/1/29, , 62, , 41, 5, 9
2018/1/30, , 64, , 48, 3, 5
2018/1/31, , 71, , 48, 6, 5
2018/2/1, , 76, , 30, 3, 1
2018/2/2, , 41, , 27, 3, 
2018/2/3, , 37, , 22, 3, 
2018/2/4, , 31, , 26, 1, 1
2018/2/5, , 33, , 28, 2, 2
2018/2/6, , 40, , 43, 2, 6
2018/2/7, , 65, , 57, 2, 8
2018/2/8, , 71, , 58, 2, 5
2018/2/9, , 71, , 43, 2, 5
2018/2/10, , 62, , 26, 1, 2
2018/2/11, , 25, , 24, 1, 3
2018/2/12, , 26, , 35, 1, 3
2018/2/13, , 41, , 38, 3, 2
2018/2/14, , 43, , 29, 2, 3
2018/2/15, , 47, , 22, , 3
2018/2/16, , 34, , 27, 1, 3
2018/2/17, , 35, , 39, 1, 3
2018/2/18, , 43, , 29, 1, 1
2018/2/19, , 35, , 29, , 3
2018/2/20, , 36, , 25, 1, 2
2018/2/21, , 45, , 30, 1, 4
2018/2/22, , 53, , 25, 1, 2
2018/2/23, , 36, , 25, 1, 3
2018/2/24, , 33, , 23, , 3
2018/2/25, , 24, , 23, 1, 2
2018/2/26, , 37, , 36, 1, 4
2018/2/27, , 36, , 43, 1, 6
2018/2/28, , 41, , 34, 1, 4
2018/3/1, , 45, , 54, 3, 6
2018/3/2, , 60, , 50, 2, 3
2018/3/3, , 50, , 38, 1, 4
2018/3/4, , 43, , 31, 1, 4
2018/3/5, , 42, , 49, 1, 7
2018/3/6, , 47, , 40, 2, 3
2018/3/7, , 66, , 60, 1, 7
2018/3/8, , 69, , 40, 1, 5
2018/3/9, , 46, , 55, 2, 7
2018/3/10, , 63, , 53, 4, 6
2018/3/11, , 51, , 81, 5, 12
2018/3/12, , 79, , 59, 4, 4
2018/3/13, , 57, , 42, 3, 1
2018/3/14, , 41, , 48, 2, 2
2018/3/15, , 38, , 52, 4, 2
2018/3/16, , 41, , 41, 4, 2
2018/3/17, , 40, , 36, 5, 2
2018/3/18, , 67, , 20, 1, 2
2018/3/19, , 32, , 42, 2, 3
2018/3/20, , 43, , 56, 2, 4
2018/3/21, , 52, , 22, 1, 1
2018/3/22, , 28, , 29, 2, 2
2018/3/23, , 44, , 27, 1, 4
2018/3/24, , 30, , 28, 1, 3
2018/3/25, , 27, , 57, 3, 6
2018/3/26, , 83, , 56, 2, 7
2018/3/27, , 90, , 26, 1, 2
2018/3/28, , 40, , 27, 1, 3
2018/3/29, , 42, , 55, 2, 6
2018/3/30, , 62, , 71, 10, 7
2018/3/31, , 62, , 39, 7, 1
2017/10/3, , 33, , 24, 3, 4
2017/10/4, , 45, , 33, 4, 6
2017/10/5, , 54, , 40, 6, 9
2017/10/6, , 57, , 46, 8, 10
2017/10/7, , 77, , 57, 9, 17
2017/10/8, , 30, , 24, 5, 6
2017/10/9, , 48, , 34, 7, 7
2017/10/10, , 53, , 40, 6, 8
2017/10/11, , 64, , 41, 7, 12
2017/10/12, , 47, , 37, 5, 8
2017/10/13, , 61, , 51, 9, 13
2017/10/14, , 76, , 47, 5, 20
2017/10/15, , 56, , 38, 6, 11
2017/10/16, , 67, , 40, 6, 14
2017/10/17, , 41, , 30, 4, 6
2017/10/18, , 49, , 33, 5, 7
2017/10/19, , 63, , 38, 8, 9
2017/10/20, , 83, , 47, 10, 15
2017/10/21, , 90, , 50, 9, 13
2017/10/22, , 70, , 33, 7, 8
2017/10/23, , 54, , 41, 9, 8
2017/10/24, , 62, , 45, 9, 10
2017/10/25, , 53, , 29, 6, 8
2017/10/26, , 29, , 20, 4, 6
2017/10/27, , 61, , 37, 6, 12
2017/10/28, , 54, , 30, 6, 8
2017/10/29, , 25, , 19, 6, 5
2017/10/30, , 32, , 25, 6, 5
2017/10/31, , 38, , 31, 5, 7
2017/11/1, , 51, , 34, 6, 8
2017/11/2, , 55, , 43, 6, 11
2017/11/3, , 67, , 46, 9, 13
2017/11/4, , 38, , 32, 5, 10
2017/11/5, , 36, , 22, 5, 8
2017/11/6, , 56, , 35, 5, 9
2017/11/7, , 52, , 33, 5, 10
2017/11/8, , 53, , 31, 6, 10
2017/11/9, , 63, , 34, 6, 11
2017/11/10, , 56, , 30, 5, 10
2017/11/11, , 67, , 44, 6, 17
2017/11/12, , 50, , 36, 10, 11
2017/11/13, , 86, , 54, 11, 22
2017/11/14, , 64, , 45, 10, 13
2017/11/15, , 62, , 27, 6, 10
2017/11/16, , 47, , 20, 5, 8
2017/11/17, , 45, , 22, 5, 9
2017/11/18, , 63, , 32, 7, 11
2017/11/19, , 59, , 25, 6, 11
2017/11/20, , 17, , 22, 5, 9
2017/11/21, , 32, , 26, 4, 10
2017/11/23, , 77, , 44, 2, 15
2017/11/24, , 70, , 45, 3, 16
2017/11/25, , 89, , 47, 3, 22
2017/11/26, , 89, , 46, 4, 24
2017/11/27, , 52, , 34, 5, 11
2017/11/28, , 41, , 28, 2, 8
2017/11/29, , 35, , 25, 1, 3
2017/11/30, , 36, , 27, 3, 
2017/12/1, , 35, , 22, 4, 2
2017/12/3, , 56, , 41, 3, 9
2017/12/4, , 49, , 33, 2, 6
2017/12/5, , 36, , 22, 1, 4
2017/12/6, , 42, , 25, 2, 6
2017/12/7, , 55, , 36, 3, 8
2017/12/8, , 39, , 31, 6, 5
2017/12/9, , 36, , 26, 6, 4
2017/12/10, , 29, , 22, 1, 4
2017/12/11, , 43, , 32, 3, 5
2017/12/12, , 34, , 30, 2, 5
2017/12/13, , 49, , 37, 4, 7
2017/12/14, , 43, , 31, 6, 5
2017/12/15, , 40, , 31, 5, 5
2017/12/16, , 37, , 24, 3, 4
2017/12/17, , 29, , 30, 2, 6
2017/12/18, , 27, , 18, , 5
2017/12/19, , 21, , 24, , 7
2017/12/20, , 32, , 23, , 6
2017/12/21, , 38, , 25, , 7
2017/12/22, , 43, , 22, , 6
2017/12/23, , 30, , 21, , 6
2017/12/24, , 39, , 29, 1, 7
2017/12/25, , 50, , 32, 2, 8
2017/12/26, , 53, , 38, 5, 10
2017/12/27, , 45, , 32, 5, 6
2017/12/28, , 41, , 34, 4, 7
2017/12/29, , 31, , 35, 3, 6
2017/12/30, , 50, , 40, 2, 14
2017/7/1, , 56, , 32, 4, 3
2017/7/2, , 57, , 15, 1, 1
2017/7/3, , 43, , 14, 1, 
2017/7/4, , 36, , 10, 1, 
2017/7/5, , 26, , 10, 1, 1
2017/7/6, , 22, , 21, 1, 1
2017/7/7, , 37, , 19, 1, 
2017/7/8, , 26, , 37, 6, 3
2017/7/9, , 42, , 20, 1, 2
2017/7/10, , 39, , 14, 1, 
2017/7/11, , 27, , 22, 2, 1
2017/7/12, , 35, , 34, 3, 3
2017/7/13, , 49, , 25, 2, 3
2017/7/14, , 51, , 10, 1, 
2017/7/15, , 24, , 9, 1, 1
2017/7/16, , 26, , 11, 1, 1
2017/7/17, , 34, , 17, 1, 2
2017/7/18, , 39, , 16, 1, 1
2017/7/19, , 42, , 15, 1, 1
2017/7/20, , 40, , 16, 1, 1
2017/7/21, , 38, , 16, 1, 1
2017/7/22, , 36, , 30, 2, 3
2017/7/23, , 46, , 27, 2, 2
2017/7/24, , 49, , 42, 6, 3
2017/7/25, , 51, , 35, 3, 5
2017/7/26, , 66, , 28, 2, 4
2017/7/27, , 61, , 26, 3, 1
2017/7/28, , 42, , 30, 4, 2
2017/7/29, , 41, , 38, 5, 5
2017/7/30, , 59, , 11, 2, 
2017/7/31, , 29, , 12, 1, 
2017/8/1, , 30, , 13, 1, 1
2017/8/2, , 35, , 16, 1, 2
2017/8/3, , 44, , 22, 2, 2
2017/8/4, , 56, , 24, 2, 3
2017/8/5, , 58, , 18, 2, 3
2017/8/6, , 57, , 18, 2, 3
2017/8/7, , 57, , 12, 2, 2
2017/8/8, , 43, , 9, 1, 1
2017/8/9, , 32, , 12, 1, 1
2017/8/10, , 26, , 16, 2, 2
2017/8/11, , 47, , 17, 2, 2
2017/8/12, , 52, , 23, 3, 3
2017/8/13, , 51, , 19, 2, 2
2017/8/14, , 49, , 20, 2, 2
2017/8/15, , 48, , 20, 6, 7
2017/8/16, , 43, , 20, 2, 2
2017/8/17, , 38, , 20, 2, 3
2017/8/18, , 50, , 22, 2, 6
2017/8/19, , 50, , 18, 2, 24
2017/8/20, , 38, , 24, 2, 24
2017/8/21, , 43, , 27, 2, 17
2017/8/22, , 37, , 33, 4, 14
2017/8/23, , 53, , 29, 3, 11
2017/8/24, , 40, , 23, 2, 9
2017/8/25, , 33, , 18, 2, 9
2017/8/26, , 28, , 15, 2, 10
2017/8/27, , 31, , 19, 3, 11
2017/8/28, , 36, , 18, 2, 12
2017/8/29, , 33, , 11, 2, 12
2017/8/30, , 22, , 18, 3, 13
2017/8/31, , 19, , 22, 3, 14
2017/9/1, , 21, , 28, 5, 14
2017/9/2, , 24, , 36, 8, 12
2017/9/3, , 31, , 33, 5, 15
2017/9/4, , 45, , 19, 3, 6
2017/9/5, , 24, , 25, 3, 7
2017/9/6, , 25, , , , 
2017/9/11, , 70, , 50, 7, 8
2017/9/12, , 69, , 38, 7, 5
2017/9/13, , 49, , 19, 3, 3
2017/9/14, , 36, , 24, 4, 4
2017/9/15, , 37, , 22, 3, 8
2017/9/16, , 41, , 28, 4, 16
2017/9/17, , 50, , 42, 4, 17
2017/9/18, , 69, , 26, 3, 10
2017/9/19, , 51, , 53, 9, 12
2017/9/20, , 67, , 29, 6, 6
2017/9/21, , 52, , 29, 4, 5
2017/9/22, , 39, , 28, 5, 5
2017/9/23, , 33, , 30, 5, 7
2017/9/24, , 38, , 22, 4, 4
2017/9/25, , 34, , 22, 3, 4
2017/9/26, , 57, , 24, 3, 4
2017/9/27, , 36, , 15, 3, 2
2017/9/28, , 40, , 16, 3, 2
2017/9/29, , 33, , 24, 3, 4
2017/9/30, , 30, , 17, 3, 3
2017/4/1, , 35, , 19, , 17
2017/4/2, , 34, , 29, 1, 18
2017/4/3, , 46, , 38, 1, 21
2017/4/4, , 68, , 35, 1, 20
2017/4/5, , 64, , 46, 3, 22
2017/4/6, , 71, , 38, 3, 21
2017/4/7, , 55, , 33, 2, 19
2017/4/8, , 40, , 30, 3, 18
2017/4/9, , 38, , 39, 2, 20
2017/4/10, , 52, , 40, 1, 20
2017/4/11, , 48, , 39, 1, 20
2017/4/12, , 60, , 25, 1, 17
2017/4/13, , 37, , 50, 5, 23
2017/4/14, , 68, , 54, 6, 23
2017/4/15, , 84, , 45, 6, 25
2017/4/17, , 44, , 22, , 17
2017/4/18, , 23, , 29, 1, 19
2017/4/19, , 46, , 31, 2, 18
2017/4/20, , 46, , 25, 1, 18
2017/4/21, , 37, , 23, , 23
2017/4/22, , 36, , 23, 1, 23
2017/4/23, , 33, , 27, 1, 17
2017/4/24, , 33, , 34, 1, 18
2017/4/25, , 49, , 49, 3, 22
2017/4/26, , 63, , 54, 4, 26
2017/4/27, , 79, , 56, 6, 22
2017/4/28, , 73, , 64, 4, 27
2017/4/29, , 88, , 42, 2, 22
2017/4/30, , 82, , 17, 1, 16
2017/5/1, , 46, , 25, 1, 16
2017/5/2, , 54, , 22, 1, 16
2017/5/3, , 59, , 29, 1, 17
2017/5/4, , 73, , 36, 1, 18
2017/5/5, , 68, , 31, 1, 19
2017/5/6, , 64, , 27, 2, 17
2017/5/7, , 41, , 33, 2, 18
2017/5/8, , 53, , 31, 2, 18
2017/5/9, , 52, , 19, 1, 16
2017/5/10, , 38, , 28, 2, 17
2017/5/11, , 35, , 44, 5, 19
2017/5/12, , 90, , 53, 7, 26
2017/5/13, , 79, , 29, 2, 17
2017/5/14, , 53, , 15, , 15
2017/5/15, , 33, , 20, 1, 15
2017/5/16, , 39, , 16, 1, 9
2017/5/17, , 39, , 13, , 
2017/5/18, , 38, , 13, , 
2017/5/19, , 35, , 28, 1, 1
2017/5/20, , 44, , 32, 1, 2
2017/5/21, , 32, , 34, 3, 2
2017/5/22, , 42, , 25, 1, 1
2017/5/23, , 46, , 27, 1, 1
2017/5/24, , 39, , 38, 3, 2
2017/5/25, , 54, , 30, 1, 2
2017/5/26, , 50, , 17, 1, 1
2017/5/27, , 28, , 8, , 1
2017/5/28, , 20, , 14, 1, 1
2017/5/29, , 36, , 27, 1, 2
2017/5/30, , 35, , 32, 2, 1
2017/5/31, , 47, , 37, 4, 1
2017/6/1, , 45, , 41, 8, 2
2017/6/2, , 69, , 34, 1, 4
2017/6/3, , 62, , 12, , 2
2017/6/4, , 41, , 18, , 1
2017/6/5, , 44, , 23, 1, 1
2017/6/6, , 53, , 37, 3, 3
2017/6/7, , 59, , 59, 3, 9
2017/6/8, , 86, , 18, , 
2017/6/9, , 30, , 24, 1, 2
2017/6/10, , 42, , 24, 1, 4
2017/6/11, , 45, , 15, , 2
2017/6/12, , 33, , 18, 1, 
2017/6/13, , 28, , 30, 3, 2
2017/6/14, , 52, , 28, 2, 2
2017/6/15, , 49, , 19, , 1
2017/6/16, , 36, , 30, 3, 1
2017/6/17, , 40, , 21, 1, 1
2017/6/18, , 33, , 26, , 1
2017/6/19, , 31, , 26, 1, 1
2017/6/20, , 39, , 39, 3, 3
2017/6/21, , 56, , 36, 4, 2
2017/6/22, , 50, , 37, 3, 3
2017/6/23, , 33, , 35, 4, 3
2017/6/24, , 44, , 24, 1, 2
2017/6/25, , 29, , 10, , 1
2017/6/26, , 20, , 18, 2, 2
2017/6/27, , 28, , 30, 1, 2
2017/6/28, , 37, , 38, 7, 4
2017/6/29, , 53, , 44, 7, 2
2017/6/30, , 55, , 43, 3, 4
2017/1/2, , 48, , 48, 16, 19
2017/1/3, , 46, , 52, 15, 19
2017/1/4, , 50, , 53, 14, 21
2017/1/5, , 38, , 39, 14, 16
2017/1/6, , 27, , 23, 12, 16
2017/1/7, , 23, , 31, 13, 18
2017/1/8, , 34, , 37, 13, 19
2017/1/9, , 37, , 50, 14, 21
2017/1/10, , 41, , 54, 14, 22
2017/1/11, , 41, , 53, 16, 19
2017/1/12, , 34, , 60, 14, 23
2017/1/13, , 49, , 47, 15, 18
2017/1/14, , 42, , 34, 12, 17
2017/1/15, , 25, , 46, 13, 20
2017/1/16, , 41, , 61, 18, 32
2017/1/17, , 71, , 38, 14, 19
2017/1/18, , 36, , 26, 12, 15
2017/1/19, , 25, , 30, 11, 15
2017/1/20, , 30, , 35, 12, 16
2017/1/21, , 37, , 44, 14, 19
2017/1/22, , 51, , 37, 13, 17
2017/1/23, , 43, , 49, 15, 20
2017/1/24, , 53, , 30, 10, 16
2017/1/25, , 44, , 24, 1, 15
2017/1/26, , 36, , 26, 2, 15
2017/1/27, , 39, , , , 
2017/1/31, , 57, , 45, 3, 18
2017/2/1, , 53, , 49, 3, 19
2017/2/2, , 68, , 43, 3, 17
2017/2/3, , 60, , 32, 1, 15
2017/2/4, , 42, , 31, , 14
2017/2/5, , 28, , 41, , 18
2017/2/6, , 48, , 44, 2, 20
2017/2/7, , 63, , 34, 1, 18
2017/2/8, , 58, , 24, , 15
2017/2/9, , 24, , 21, , 13
2017/2/10, , 32, , 27, , 14
2017/2/11, , 41, , 20, , 12
2017/2/12, , 23, , 28, , 14
2017/2/13, , 32, , 24, 1, 14
2017/2/14, , 30, , 38, 1, 17
2017/2/15, , 64, , 27, 2, 15
2017/2/16, , 44, , 45, , 18
2017/2/17, , 47, , 45, 6, 18
2017/2/18, , 63, , 48, 2, 18
2017/2/19, , 66, , 40, , 18
2017/2/20, , 42, , 45, 1, 21
2017/2/21, , 63, , 38, 2, 16
2017/2/22, , 55, , 36, 1, 14
2017/2/23, , 52, , 25, , 12
2017/2/24, , 39, , 27, , 14
2017/2/25, , 39, , 22, , 14
2017/2/26, , 30, , 44, 1, 21
2017/2/27, , 69, , 49, , 23
2017/2/28, , 84, , 41, 1, 21
2017/3/1, , 59, , 36, , 19
2017/3/2, , 69, , 34, , 16
2017/3/3, , 56, , 41, 2, 18
2017/3/4, , 67, , 48, 1, 24
2017/3/5, , 63, , 57, 3, 22
2017/3/6, , 80, , 44, 1, 15
2017/3/7, , 52, , 42, 3, 17
2017/3/8, , 72, , 25, , 14
2017/3/9, , 52, , 25, , 14
2017/3/10, , 54, , 20, , 14
2017/3/11, , 53, , 19, , 14
2017/3/12, , 41, , 27, , 17
2017/3/13, , 33, , 30, 1, 17
2017/3/14, , 38, , 31, 1, 17
2017/3/15, , 63, , 33, 1, 18
2017/3/16, , 65, , 34, 1, 17
2017/3/17, , 50, , 33, 1, 17
2017/3/18, , 45, , 33, 2, 23
2017/3/19, , 40, , 39, 2, 23
2017/3/20, , 46, , 48, 6, 26
2017/3/21, , 67, , 28, 1, 19
2017/3/22, , 45, , 22, , 18
2017/3/23, , 41, , 31, 2, 19
2017/3/24, , 50, , 42, 1, 24
2017/3/25, , 80, , 36, 1, 24
2017/3/26, , 58, , 21, , 19
2017/3/27, , 35, , 36, 1, 22
2017/3/28, , 53, , 37, 1, 21
2017/3/29, , 51, , 37, 2, 20
2017/3/30, , 72, , 18, 1, 17
