date, pm25, pm10, o3, no2, so2, co
2017/3/31, , 48, , 19, , 17
2016/10/1, , 17, , 34, 16, 9
2016/10/2, , 18, , 42, 17, 9
2016/10/3, , 19, , 30, 16, 7
2016/10/4, , 13, , 26, 16, 5
2016/10/5, , 11, , 23, 16, 5
2016/10/6, , 13, , 42, 17, 10
2016/10/7, , 21, , 25, 17, 6
2016/10/8, , 12, , 21, 16, 5
2016/10/9, , 9, , 29, 16, 6
2016/10/10, , 11, , 38, 18, 8
2016/10/11, , 16, , 38, 20, 9
2016/10/12, , 22, , 29, 18, 6
2016/10/13, , 9, , 27, 17, 7
2016/10/14, , 13, , 22, 16, 6
2016/10/15, , 6, , 29, 17, 7
2016/10/16, , 9, , 19, 16, 5
2016/10/17, , 8, , 21, 15, 5
2016/10/18, , 7, , 30, 17, 7
2016/10/19, , 12, , 38, 18, 11
2016/10/20, , 25, , 25, 18, 6
2016/10/21, , 11, , 39, 19, 11
2016/10/22, , 26, , 30, 18, 8
2016/10/23, , 24, , 19, 17, 5
2016/10/24, , 10, , 20, 17, 5
2016/10/25, , 12, , 25, 17, 5
2016/10/26, , 13, , 27, 17, 6
2016/10/27, , 13, , 17, 16, 5
2016/10/28, , 8, , 23, 16, 6
2016/10/29, , 16, , 33, 18, 9
2016/10/30, , 27, , 30, 18, 7
2016/10/31, , 20, , 38, 18, 10
2016/11/1, , 25, , 40, 19, 10
2016/11/2, , 22, , 45, 21, 12
2016/11/3, , 23, , 29, 20, 8
2016/11/4, , 22, , 37, 19, 13
2016/11/5, , 28, , 41, 22, 15
2016/11/6, , 39, , 24, 20, 5
2016/11/7, , 10, , 29, 21, 6
2016/11/8, , 13, , 43, 23, 13
2016/11/9, , 22, , 26, 21, 6
2016/11/10, , 8, , 34, 20, 7
2016/11/11, , 9, , 38, 21, 10
2016/11/12, , 23, , 21, 20, 5
2016/11/13, , 7, , 23, 18, 6
2016/11/14, , 14, , 21, 17, 6
2016/11/15, , 12, , 28, 11, 7
2016/11/16, , 31, , 47, 12, 12
2016/11/17, , 59, , 52, 14, 16
2016/11/18, , 63, , 56, 14, 16
2016/11/19, , 64, , 43, 11, 8
2016/11/20, , 46, , 45, 11, 10
2016/11/21, , 52, , 37, 10, 15
2016/11/22, , 43, , 41, 10, 7
2016/11/23, , 46, , 34, 10, 6
2016/11/24, , 41, , 61, 12, 12
2016/11/25, , 62, , 66, 14, 17
2016/11/26, , 92, , 69, 18, 15
2016/11/27, , 77, , 43, 13, 9
2016/11/28, , 34, , 31, 11, 7
2016/11/29, , 17, , 26, 10, 6
2016/11/30, , 26, , 38, 11, 15
2016/12/1, , 38, , 44, 13, 16
2016/12/2, , 43, , 39, 11, 16
2016/12/3, , 35, , 52, 13, 20
2016/12/4, , 58, , 44, 11, 18
2016/12/5, , 48, , 46, 14, 20
2016/12/6, , 55, , 36, 12, 18
2016/12/7, , 57, , 36, 10, 15
2016/12/8, , 38, , 36, 15, 15
2016/12/9, , 40, , 40, 14, 17
2016/12/10, , 53, , 42, 15, 17
2016/12/11, , 57, , 52, 17, 16
2016/12/12, , 53, , 36, 12, 14
2016/12/13, , 30, , 39, 10, 14
2016/12/14, , 31, , 41, 13, 14
2016/12/15, , 40, , 35, 11, 15
2016/12/16, , 37, , 34, 10, 13
2016/12/17, , 30, , 58, 13, 24
2016/12/18, , 65, , 66, 15, 22
2016/12/19, , 66, , 67, 17, 23
2016/12/20, , 74, , 27, 12, 12
2016/12/21, , 30, , 26, 11, 12
2016/12/22, , 31, , 35, 11, 14
2016/12/23, , 28, , 33, 11, 14
2016/12/24, , 39, , 35, 13, 15
2016/12/25, , 48, , 47, 15, 19
2016/12/26, , 47, , 61, 14, 21
2016/12/27, , 43, , 47, 14, 15
2016/12/28, , 52, , 24, 12, 12
2016/12/29, , 20, , 29, 11, 20
2016/12/30, , 21, , 35, 11, 22
2016/12/31, , 23, , 38, 11, 20
2017/1/1, , 30, , 45, 15, 20
2016/7/1, , 19, , 17, 2, 3
2016/7/2, , 14, , 7, 2, 1
2016/7/3, , 11, , 8, 2, 1
2016/7/4, , 10, , 7, 2, 1
2016/7/5, , 9, , 8, 2, 
2016/7/6, , 7, , 8, 2, 
2016/7/7, , 7, , 6, 2, 
2016/7/8, , 7, , 9, 2, 
2016/7/9, , 7, , 14, 3, 1
2016/7/10, , 9, , 13, 3, 
2016/7/11, , 8, , 10, 2, 
2016/7/12, , 6, , 10, 2, 1
2016/7/13, , 7, , 16, 3, 2
2016/7/14, , 9, , 17, 3, 1
2016/7/15, , 10, , 13, 3, 1
2016/7/16, , 11, , 11, 3, 1
2016/7/17, , 9, , 10, 3, 1
2016/7/18, , 8, , 13, 3, 1
2016/7/19, , 7, , 13, 3, 
2016/7/20, , 7, , 13, 3, 
2016/7/21, , 8, , 17, 3, 1
2016/7/22, , 11, , 22, 3, 1
2016/7/23, , 12, , 15, 3, 1
2016/7/24, , 11, , 9, 3, 
2016/7/25, , 9, , 9, 3, 
2016/7/26, , 9, , 9, 2, 
2016/7/27, , 11, , 10, 3, 1
2016/7/28, , 18, , 10, 3, 2
2016/7/29, , 20, , 13, 3, 3
2016/7/30, , 20, , 9, 3, 3
2016/7/31, , 23, , 12, 3, 2
2016/8/1, , 20, , 13, 3, 2
2016/8/2, , 21, , 13, 5, 2
2016/8/3, , 19, , 10, 5, 1
2016/8/4, , 15, , 9, 6, 1
2016/8/5, , 14, , 10, 7, 1
2016/8/6, , 15, , 10, 7, 1
2016/8/7, , 14, , 8, 5, 2
2016/8/8, , 16, , 9, 2, 1
2016/8/9, , 12, , 10, 2, 2
2016/8/10, , 12, , 19, , 2
2016/8/11, , 13, , 21, , 2
2016/8/12, , 16, , 16, , 1
2016/8/13, , 6, , 13, , 
2016/8/14, , 8, , 20, , 
2016/8/15, , 8, , 19, 9, 5
2016/8/16, , 9, , 23, , 11
2016/8/17, , 9, , 24, 1, 11
2016/8/18, , 10, , 16, 1, 11
2016/8/19, , 9, , 16, , 11
2016/8/20, , 11, , 17, 1, 11
2016/8/21, , 14, , 28, 1, 12
2016/8/22, , 21, , 20, 1, 10
2016/8/23, , 14, , 21, 1, 10
2016/8/24, , 14, , 17, 1, 9
2016/8/25, , 10, , 20, 1, 8
2016/8/26, , 7, , 18, 1, 8
2016/8/27, , 9, , 19, 1, 8
2016/8/28, , 10, , 28, 2, 9
2016/8/29, , 13, , 32, 2, 9
2016/8/30, , 13, , 27, 1, 9
2016/8/31, , 14, , 17, 1, 6
2016/9/1, , 7, , 18, 2, 6
2016/9/2, , 8, , 19, 2, 6
2016/9/3, , 8, , 18, 2, 6
2016/9/4, , 12, , 30, 2, 7
2016/9/5, , 15, , 39, 3, 11
2016/9/6, , 22, , 16, 1, 6
2016/9/7, , 8, , 18, 2, 6
2016/9/8, , 8, , 21, 6, 12
2016/9/9, , 16, , 16, 2, 10
2016/9/10, , 9, , 13, 1, 9
2016/9/11, , 9, , 12, 1, 8
2016/9/12, , 8, , 13, 1, 8
2016/9/13, , 9, , 30, 2, 10
2016/9/14, , 10, , 23, 2, 8
2016/9/15, , 10, , 21, 1, 7
2016/9/16, , 7, , 40, 3, 11
2016/9/17, , 11, , 53, 5, 12
2016/9/18, , 20, , 49, 5, 12
2016/9/19, , 21, , 27, 4, 8
2016/9/20, , 7, , 21, 7, 7
2016/9/21, , 9, , 30, 9, 8
2016/9/22, , 12, , 27, 10, 7
2016/9/23, , 10, , 32, 11, 8
2016/9/24, , 12, , 29, 12, 7
2016/9/25, , 10, , 28, 12, 7
2016/9/26, , 7, , 26, 12, 6
2016/9/27, , 7, , 27, 12, 6
2016/9/28, , 10, , 43, 15, 10
2016/9/29, , 19, , 56, 17, 17
2016/9/30, , 47, , 31, 15, 7
2016/4/1, , 25, , 19, 2, 1
2016/4/2, , 15, , 13, , 
2016/4/3, , 14, , 27, 3, 2
2016/4/4, , 20, , 38, 3, 8
2016/4/5, , 27, , 44, 7, 8
2016/4/6, , 31, , 47, 11, 12
2016/4/7, , 42, , 40, 6, 8
2016/4/8, , 33, , 43, 10, 11
2016/4/9, , 40, , 22, 3, 1
2016/4/10, , 18, , 21, 2, 1
2016/4/11, , 15, , 29, 6, 15
2016/4/12, , 46, , 26, 3, 11
2016/4/13, , 24, , 31, 6, 9
2016/4/14, , 22, , 26, 3, 8
2016/4/15, , 17, , 33, 7, 9
2016/4/16, , 17, , 34, 6, 10
2016/4/17, , 25, , 37, 7, 8
2016/4/18, , 23, , 43, 8, 11
2016/4/19, , 28, , 30, 4, 10
2016/4/20, , 27, , 11, , 3
2016/4/21, , 11, , 26, 6, 5
2016/4/22, , 13, , 32, 7, 7
2016/4/23, , 20, , 29, 6, 7
2016/4/24, , 20, , 18, 3, 4
2016/4/25, , 10, , 20, 2, 4
2016/4/26, , 10, , 19, 1, 4
2016/4/27, , 11, , 28, 4, 7
2016/4/28, , 21, , 31, 3, 7
2016/4/29, , 22, , 15, 1, 3
2016/4/30, , 13, , 9, , 2
2016/5/1, , 9, , 14, , 3
2016/5/2, , 14, , 18, 2, 5
2016/5/3, , 18, , 17, 1, 3
2016/5/4, , 8, , 17, 1, 4
2016/5/5, , 10, , 14, , 3
2016/5/6, , 8, , 21, 1, 4
2016/5/7, , 11, , 26, 2, 6
2016/5/8, , 17, , 15, , 3
2016/5/9, , 12, , 13, , 3
2016/5/10, , 10, , 22, 2, 4
2016/5/11, , 14, , 36, 6, 6
2016/5/12, , 20, , 24, 5, 5
2016/5/13, , 22, , 20, 4, 4
2016/5/14, , 20, , 14, 2, 2
2016/5/15, , 12, , 21, 2, 4
2016/5/16, , 13, , 15, 1, 2
2016/5/17, , 11, , 13, 1, 2
2016/5/18, , 10, , 22, 3, 3
2016/5/19, , 13, , 24, 4, 3
2016/5/20, , 17, , 21, 2, 3
2016/5/21, , 15, , 8, 1, 1
2016/5/22, , 8, , 19, 1, 3
2016/5/23, , 12, , 25, 3, 3
2016/5/24, , 18, , 18, 2, 2
2016/5/25, , 11, , 17, 2, 3
2016/5/26, , 10, , 17, 1, 3
2016/5/27, , 11, , 18, 1, 3
2016/5/28, , 9, , 22, 2, 4
2016/5/29, , 15, , 28, 3, 4
2016/5/30, , 18, , 34, 5, 5
2016/5/31, , 20, , 34, 5, 5
2016/6/1, , 24, , 32, 5, 5
2016/6/2, , 21, , 23, 2, 3
2016/6/3, , 21, , 24, 2, 4
2016/6/4, , 15, , 18, 2, 2
2016/6/5, , 13, , 25, 5, 3
2016/6/6, , 15, , 15, 1, 1
2016/6/7, , 9, , 9, 1, 
2016/6/8, , 7, , 14, 1, 
2016/6/9, , 9, , 16, 2, 1
2016/6/10, , 11, , 23, 5, 2
2016/6/11, , 12, , 26, 6, 2
2016/6/12, , 16, , 33, 6, 3
2016/6/13, , 18, , 19, 5, 2
2016/6/14, , 9, , 20, 5, 2
2016/6/15, , 11, , 26, 5, 3
2016/6/16, , 10, , 31, 8, 5
2016/6/17, , 21, , 32, 6, 5
2016/6/18, , 18, , 20, 5, 3
2016/6/19, , 15, , 13, 3, 2
2016/6/20, , 13, , 12, 4, 2
2016/6/21, , 12, , 10, 3, 2
2016/6/22, , 12, , 9, 3, 2
2016/6/23, , 13, , 10, 4, 1
2016/6/24, , 14, , 8, 4, 1
2016/6/25, , 11, , 7, 4, 1
2016/6/26, , 9, , 14, 3, 2
2016/6/27, , 11, , 19, 3, 3
2016/6/28, , 14, , 18, 3, 2
2016/6/29, , 13, , 17, 2, 2
2016/6/30, , 13, , 23, 3, 3
2016/1/4, , 47, , 40, 7, 
2016/1/5, , 30, , 41, 12, 
2016/1/6, , 38, , 27, 9, 
2016/1/7, , 14, , 35, 7, 
2016/1/8, , 22, , 35, 7, 
2016/1/9, , 19, , 30, 10, 
2016/1/10, , 16, , 30, 6, 
2016/1/11, , 15, , 22, 6, 
2016/1/12, , 10, , 35, 4, 
2016/1/13, , 14, , 34, 5, 
2016/1/14, , 17, , 31, 8, 
2016/1/15, , 18, , 34, 8, 
2016/1/16, , 15, , 24, 5, 
2016/1/17, , 10, , 20, 4, 
2016/1/18, , 14, , 25, 5, 
2016/1/19, , 23, , 36, 9, 
2016/1/20, , 31, , 46, 14, 
2016/1/21, , 50, , 32, 10, 
2016/1/22, , 38, , 24, 6, 
2016/1/23, , 24, , 28, 7, 
2016/1/24, , 31, , 29, 7, 
2016/1/25, , 27, , 39, 5, 
2016/1/26, , 50, , 31, 5, 
2016/1/28, , 23, , 42, 9, 
2016/1/29, , 32, , 40, 9, 
2016/1/30, , 41, , 33, 10, 
2016/1/31, , 36, , 35, 9, 
2016/2/1, , 26, , 37, 10, 
2016/2/2, , 28, , 38, 13, 
2016/2/3, , 23, , 31, 10, 
2016/2/4, , 19, , 22, 4, 
2016/2/5, , 13, , 18, 4, 
2016/2/6, , 15, , 25, 4, 
2016/2/7, , 17, , 35, 8, 
2016/2/8, , 26, , 40, 12, 
2016/2/9, , 39, , 36, 11, 
2016/2/10, , 27, , 34, 6, 
2016/2/11, , 21, , 37, 6, 
2016/2/12, , 22, , 33, 7, 
2016/2/13, , 13, , 26, 7, 
2016/2/14, , 14, , 37, 9, 
2016/2/15, , 20, , 36, 9, 
2016/2/16, , 22, , 41, 9, 
2016/2/17, , 44, , 19, 4, 1
2016/2/18, , 17, , 23, 4, 2
2016/2/19, , 15, , 17, 4, 
2016/2/20, , 13, , 40, 5, 8
2016/2/21, , 38, , 35, 7, 3
2016/2/22, , 22, , 48, 12, 9
2016/2/23, , 39, , 40, 10, 4
2016/2/24, , 27, , 24, 3, 2
2016/2/25, , 18, , 33, 6, 7
2016/2/26, , 29, , 34, 5, 7
2016/2/27, , 38, , 22, 2, 2
2016/2/28, , 20, , 41, 6, 11
2016/2/29, , 34, , 62, 12, 22
2016/3/1, , 50, , 55, 12, 13
2016/3/2, , 44, , 35, 5, 3
2016/3/3, , 19, , 37, 6, 2
2016/3/4, , 15, , 35, 4, 1
2016/3/5, , 13, , 34, 7, 5
2016/3/6, , 23, , 49, 10, 11
2016/3/7, , 28, , 57, 10, 18
2016/3/8, , 47, , 46, 7, 5
2016/3/9, , 25, , 29, 6, 2
2016/3/10, , 16, , 34, 5, 2
2016/3/11, , 11, , 38, 6, 4
2016/3/12, , 21, , 16, 2, 1
2016/3/13, , 14, , 15, 3, 1
2016/3/14, , 12, , 25, 3, 3
2016/3/15, , 16, , 24, 3, 2
2016/3/16, , 14, , 29, 3, 3
2016/3/17, , 20, , 44, 6, 7
2016/3/18, , 30, , 37, 5, 4
2016/3/19, , 24, , 24, 4, 3
2016/3/20, , 13, , 40, 7, 3
2016/3/21, , 25, , 39, 8, 
2016/3/22, , 20, , 36, 5, 
2016/3/23, , 21, , 16, 1, 1
2016/3/24, , 35, , 15, , 2
2016/3/25, , 13, , 15, , 2
2016/3/26, , 15, , 19, , 2
2016/3/27, , 17, , 24, 1, 4
2016/3/28, , 19, , 31, 3, 3
2016/3/29, , 21, , 29, 3, 3
2016/3/30, , 22, , 38, 6, 6
2016/3/31, , 30, , 31, 7, 3
2015/10/1, , 2, , 17, 3, 2
2015/10/2, , 2, , 21, 3, 2
2015/10/3, , 2, , 26, 3, 3
2015/10/4, , 2, , 35, 3, 5
2015/10/5, , 2, , 33, 4, 4
2015/10/6, , 2, , 32, 5, 4
2015/10/7, , 3, , 24, 3, 2
2015/10/8, , 3, , 21, 4, 1
2015/10/9, , 2, , 28, 4, 2
2015/10/10, , 2, , 32, 4, 5
2015/10/11, , 1, , 26, 6, 4
2015/10/12, , 2, , 21, 4, 3
2015/10/13, , 3, , 17, 3, 1
2015/10/14, , 3, , 23, 3, 1
2015/10/15, , 6, , 23, 3, 2
2015/10/16, , 8, , 17, 3, 1
2015/10/17, , 4, , 24, 4, 3
2015/10/18, , 7, , 33, 5, 4
2015/10/19, , 15, , 47, 7, 7
2015/10/20, , 29, , 31, 5, 9
2015/10/21, , 25, , 24, 4, 4
2015/10/22, , 8, , 24, 4, 3
2015/10/23, , 8, , 14, 4, 4
2015/10/24, , 6, , 25, 4, 10
2015/10/25, , 8, , 28, 4, 9
2015/10/26, , 11, , 26, 4, 7
2015/10/27, , 9, , 24, 4, 6
2015/10/28, , 7, , 22, 4, 6
2015/10/29, , 11, , 20, 4, 5
2015/10/30, , 7, , 16, 3, 4
2015/10/31, , 6, , 14, 3, 5
2015/11/1, , 6, , 21, 3, 6
2015/11/2, , 9, , 34, 4, 10
2015/11/3, , 17, , 36, 4, 10
2015/11/4, , 24, , 35, 6, 8
2015/11/5, , 25, , 32, 4, 8
2015/11/6, , 18, , 29, 4, 7
2015/11/7, , 18, , 35, 11, 11
2015/11/8, , 46, , 41, 9, 12
2015/11/9, , 47, , 40, 16, 13
2015/11/10, , 48, , 35, 7, 10
2015/11/11, , 27, , 40, 8, 14
2015/11/12, , 40, , 34, 8, 10
2015/11/13, , 42, , 34, 6, 11
2015/11/14, , 41, , 27, 5, 9
2015/11/15, , 29, , 36, 6, 14
2015/11/16, , 35, , 27, 5, 9
2015/11/17, , 19, , 39, 6, 18
2015/11/18, , 36, , 33, 2, 10
2015/11/19, , 26, , 38, 5, 9
2015/11/20, , 28, , 21, 4, 1
2015/11/21, , 16, , 16, 3, 1
2015/11/22, , 11, , 31, 3, 4
2015/11/23, , 13, , 42, 7, 9
2015/11/24, , 25, , 36, 5, 6
2015/11/25, , 21, , 39, 5, 9
2015/11/26, , 20, , 28, 2, 7
2015/11/27, , 21, , 31, 2, 3
2015/11/28, , 10, , 21, 2, 3
2015/11/29, , 14, , 27, 5, 4
2015/11/30, , 13, , 30, 4, 2
2015/12/1, , 11, , 28, 3, 2
2015/12/2, , 14, , 33, 5, 6
2015/12/3, , 22, , 41, 5, 11
2015/12/4, , 34, , 37, 5, 11
2015/12/5, , 27, , 44, 10, 19
2015/12/6, , 46, , 48, 6, 33
2015/12/7, , 65, , 27, 4, 
2015/12/8, , 16, , 22, 3, 
2015/12/9, , 12, , 22, 2, 
2015/12/10, , 12, , 21, 2, 
2015/12/11, , 13, , 23, 4, 
2015/12/12, , 20, , 34, 7, 
2015/12/13, , 35, , 33, 8, 
2015/12/14, , 34, , 28, 5, 
2015/12/15, , 19, , 29, 4, 
2015/12/16, , 16, , 24, 3, 
2015/12/17, , 13, , 21, 2, 
2015/12/18, , 8, , 39, 4, 
2015/12/19, , 42, , , , 
2015/12/21, , 43, , 35, 10, 
2015/12/22, , 29, , 40, 10, 
2015/12/23, , 51, , 37, 8, 
2015/12/24, , 41, , 41, 9, 
2015/12/25, , 58, , 31, 5, 
2015/12/26, , 34, , 43, 11, 
2015/12/27, , 55, , 44, 11, 
2015/12/28, , 53, , 32, 8, 
2015/12/29, , 37, , 22, 4, 
2015/12/30, , 15, , , , 
2015/7/1, , 44, , 18, , 
2015/7/2, , 34, , 18, , 1
2015/7/3, , 37, , 18, , 1
2015/7/4, , 34, , 18, , 1
2015/7/5, , 39, , 26, , 1
2015/7/6, , 43, , 21, , 1
2015/7/7, , 38, , 18, 1, 1
2015/7/8, , 38, , 25, , 1
2015/7/9, , 47, , 20, , 1
2015/7/10, , 54, , 17, , 1
2015/7/11, , 48, , 16, , 1
2015/7/12, , 34, , 25, , 
2015/7/13, , 38, , 27, 1, 1
2015/7/14, , 46, , 22, , 1
2015/7/15, , 35, , 19, , 1
2015/7/16, , 31, , 14, , 
2015/7/17, , 26, , 11, , 
2015/7/18, , 22, , 12, , 
2015/7/19, , 25, , 14, , 
2015/7/20, , 33, , 17, , 
2015/7/21, , 31, , 13, , 
2015/7/22, , 31, , 11, , 
2015/7/23, , 36, , 18, , 1
2015/7/24, , 42, , 30, , 2
2015/7/25, , 50, , 43, 3, 3
2015/7/26, , 53, , 41, 1, 3
2015/7/27, , 68, , 41, 2, 3
2015/7/28, , 67, , 28, , 1
2015/7/29, , 53, , 19, , 1
2015/7/30, , 44, , , , 
2015/8/1, , 48, , , , 
2015/8/6, , 43, , 15, , 
2015/8/7, , 45, , 12, 4, 
2015/8/8, , 46, , 11, , 
2015/8/9, , 38, , 22, , 1
2015/8/10, , 51, , 35, , 2
2015/8/11, , 53, , 58, 2, 5
2015/8/12, , 73, , 30, 2, 2
2015/8/13, , 51, , 33, , 2
2015/8/14, , 62, , 21, , 
2015/8/15, , 47, , 31, , 2
2015/8/16, , 54, , 38, , 2
2015/8/17, , 53, , 32, , 1
2015/8/18, , 59, , 19, , 
2015/8/19, , 43, , 17, , 
2015/8/20, , 39, , 15, , 
2015/8/21, , 38, , 13, , 
2015/8/22, , 38, , 15, , 
2015/8/23, , 39, , 23, , 
2015/8/24, , 44, , 21, , 
2015/8/25, , 39, , 21, , 
2015/8/26, , 40, 25, 20, , 
2015/8/27, , 39, 22, 25, , 
2015/8/28, , 37, 28, 24, , 
2015/8/29, , 40, 32, 21, , 1
2015/8/30, , 36, 27, 18, , 
2015/8/31, , 44, 25, 23, 1, 3
2015/9/1, , 33, , 21, 2, 10
2015/9/2, , 67, , 38, 2, 9
2015/9/3, , 57, , 35, 2, 3
2015/9/4, , 45, , 27, , 
2015/9/7, , 42, , 24, , 3
2015/9/8, , 22, , , , 
2015/9/10, , 32, , 32, 2, 4
2015/9/11, , 53, , 26, , 4
2015/9/12, , 45, , 14, 2, 3
2015/9/13, , 74, , 12, 2, 2
2015/9/14, , 49, , 21, 2, 3
2015/9/15, , 38, , 19, 2, 2
2015/9/16, , 35, , 22, 2, 3
2015/9/17, , 41, , 23, 3, 3
2015/9/18, , 41, , 19, 2, 2
2015/9/19, , 35, , 28, 3, 4
2015/9/20, , 42, , 33, 5, 5
2015/9/21, , 57, , 24, 3, 3
2015/9/22, , 44, , 27, 3, 4
2015/9/23, , 52, , 26, 3, 4
2015/9/24, , 49, , 34, 4, 4
2015/9/25, , 40, , 35, 4, 4
2015/9/26, , 38, , 17, 3, 3
2015/9/27, , 43, , 22, 3, 3
2015/9/28, , 5, , 19, 3, 3
2015/9/29, , 2, , 14, 2, 1
2015/9/30, , 2, , 17, 3, 1
2015/5/8, , 51, , , 19, 
2015/5/9, , 45, , , 18, 
2015/5/10, , 32, , , 18, 
2015/5/11, , 44, , , 18, 
2015/5/12, , 42, , , 12, 14
2015/5/13, , 52, , , 5, 13
2015/5/14, , 62, , 51, 3, 11
2015/5/15, , 58, , 46, 2, 12
2015/5/16, , 60, , 38, 5, 10
2015/5/17, , 60, , 26, 1, 7
2015/5/18, , 58, , 21, , 5
2015/5/19, , 49, , 21, 11, 4
2015/5/20, , 55, , 22, , 4
2015/5/21, , 50, , 28, , 4
2015/5/22, , 58, , 34, 4, 5
2015/5/23, , 62, , 32, , 5
2015/5/24, , 64, , 36, 1, 5
2015/5/25, , 62, , 37, 1, 5
2015/5/26, , 50, , 41, , 6
2015/5/27, , 63, , 20, 61, 3
2015/5/28, , 44, , 17, , 2
2015/5/29, , 40, , 25, 20, 2
2015/5/30, , 49, , 37, 1, 6
2015/5/31, , 60, , 21, , 2
2015/6/1, , 42, , 16, , 2
2015/6/2, , 33, , 16, , 2
2015/6/3, , 35, , 24, , 2
2015/6/4, , 44, , 19, , 3
2015/6/5, , 53, , 18, , 3
2015/6/6, , 45, , 11, , 2
2015/6/7, , 36, , 19, , 2
2015/6/8, , 36, , 33, 1, 4
2015/6/9, , 54, , 33, , 4
2015/6/10, , 55, , 27, , 3
2015/6/11, , 51, , , , 
2015/6/13, , 40, , , , 
2015/6/16, , 62, , 25, , 3
2015/6/17, , 54, , 22, , 2
2015/6/18, , 44, , 18, , 1
2015/6/19, , 33, , 38, 1, 4
2015/6/20, , 47, , 34, , 3
2015/6/21, , 46, , 17, , 2
2015/6/22, , 42, , 18, , 1
2015/6/23, , 27, , 28, , 2
2015/6/24, , 44, , 32, 1, 2
2015/6/25, , 50, , 31, 1, 1
2015/6/26, , 52, , 28, , 2
2015/6/27, , 50, , 22, , 1
2015/6/28, , 40, , 28, , 2
2015/6/29, , 61, , 24, , 2
2015/6/30, , 43, , 21, , 1
2020/6/28, , , 31, 14, 17, 55
2020/4/24, , , 28, 13, 16, 48
2020/4/25, , , 28, 17, 17, 49
2019/9/22, , , 14, 39, 15, 34
2019/5/12, , , 34, 22, 9, 5
2019/5/26, , , 31, 31, 12, 9
2018/12/31, , , , 29, 4, 8
2019/1/20, , , , 28, 3, 15
2019/2/5, , , , 30, 6, 18
2018/10/3, , , , 23, 4, 6
2018/12/28, , , , 37, 5, 12
2018/4/21, , , , 50, 5, 15
2017/12/31, , , , 25, 2, 7
2017/10/1, , , , 17, 3, 4
2017/10/2, , , , 23, 3, 3
2017/9/10, , , , 60, 9, 11
2017/4/16, , , , 28, 2, 18
2017/1/30, , , , 38, , 17
2016/1/3, , , , 46, 7, 
2016/1/27, , , , 33, 7, 
2015/12/20, , , , 38, 7, 
2015/7/31, , , , 13, , 1
2015/8/5, , , , 15, , 
2015/9/6, , , , 14, , 
2015/9/9, , , , 17, 3, 2
2015/6/12, , , , 23, , 2
2015/6/15, , , , 46, 5, 5
2015/5/7, , , , , 19, 
